"NewsDesk","SectionName","SubsectionName","Headline","Snippet","Abstract","WordCount","PubDate","UniqueID"
"Culture","","","Laura Dern Won't Let Her Kids  See 'Wild at Heart'","Its not her part that might alarm the children; it was the role played by her mother.","Its not her part that might alarm the children; it was the role played by her mother.",940,"2014-12-29 13:00:05",8295
"Foreign","","","1914: Tipperary Song Is a Hit  ","Highlights from the International Herald Tribune archives: 1914: A Long Way to Tipperary Song Is a Hit","Highlights from the International Herald Tribune archives: 1914: A Long Way to Tipperary Song Is a Hit",122,"2014-12-29 12:24:14",8296
"","","","First Draft Focus: Reflecting on 2014","A view of Washington.","A view of Washington.",0,"2014-12-29 12:17:56",8297
"Business","Crosswords/Games","","Numberplay 2014: A Year in Review","A reflection on the past year of weekly Numberplay puzzles, including links to the 51 puzzles of 2014.","A reflection on the past year of weekly Numberplay puzzles, including links to the 51 puzzles of 2014.",2140,"2014-12-29 12:01:32",8298
"Business","Crosswords/Games","","Kate Jones and the Star-9 Challenge","Try this nine-pointed challenge by puzzle creator Kate Jones.","Try this nine-pointed challenge by puzzle creator Kate Jones.",371,"2014-12-29 12:00:25",8299
"","Opinion","The Public Editor","AnonyWatch: Department of Ridiculous Reasons","Every time I write about anonymous sourcing, I emphasize that it is sometimes both necessary and important. These examples dont measure up.","Every time I write about anonymous sourcing, I emphasize that it is sometimes both necessary and important. These examples dont measure up.",684,"2014-12-29 11:33:09",8300
"Business","Business Day","Dealbook","Xiaomi, Chinese Phone Maker Favored by Young, Valued at $45 Billion ","A new round of financing raised $1.1 billion for the company, which has become one of the worlds biggest smartphone makers by offering cheap, high-quality phones through clever online marketing campaigns.","A new round of financing raised $1.1 billion for the company, which has become one of the worlds biggest smartphone makers by offering cheap, high-quality phones through clever online marketing campaigns.",508,"2014-12-29 10:27:29",8301
"","","","Could a Personality Test Improve Your Health?","A growing body of research suggests that personality can affect your health, and that changing it could help you get better.","A growing body of research suggests that personality can affect your health, and that changing it could help you get better.",1538,"2014-12-29 10:22:31",8302
"Foreign","","","1889: New Names of Paris Streets","Highlights from the International Herald Tribune archives: 1889: A good proportion of Paris streets have had their names changed.","Highlights from the International Herald Tribune archives: 1889: A good proportion of Paris streets have had their names changed.",110,"2014-12-29 10:00:33",8303
"TStyle","","","T's Top 10 Food Stories of 2014","These 10 stories savor the art of crafting the perfect plate and relish the people behind them.","These 10 stories savor the art of crafting the perfect plate and relish the people behind them.",18,"2014-12-29 10:00:03",8304
"Culture","","","Moviegoers Voted With Their Wallets; Now It's the Academy's Turn","Hollywood can start marking their ballots today to decide the Oscar nominations.","Hollywood can start marking their ballots today to decide the Oscar nominations.",221,"2014-12-29 09:00:48",8305
"Business","Business Day","Dealbook","Icahn Calls for Manitowoc to Split in Two","After taking a 7.7 percent sake, Carl Icahn becomes the second activist investor this year to urge a breakup.","After taking a 7.7 percent sake, Carl Icahn becomes the second activist investor this year to urge a breakup.",204,"2014-12-29 08:53:22",8306
"","","","Daily Clip Report","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.",147,"2014-12-29 08:30:08",8307
"Business","Technology","","Daily Report: Pinterest Opening Its Boards to Ads on Wide Scale for First Time","On New Years Day, the digital scrapbook Pinterest will start selling advertising, competing with Google, Twitter and Facebook for marketing revenue from the biggest consumer brands.","On New Years Day, the digital scrapbook Pinterest will start selling advertising, competing with Google, Twitter and Facebook for marketing revenue from the biggest consumer brands.",192,"2014-12-29 07:42:03",8308
"","","","Today in Politics","President Obama is halfway through his year-end trip to Hawaii. While he has kept a low profile, hes been fairly busy.","President Obama is halfway through his year-end trip to Hawaii. While he has kept a low profile, hes been fairly busy.",1516,"2014-12-29 07:03:46",8309
"Metro","N.Y. / Region","","New York Today: The Year in Sports","Monday: A tough year for most New York fans, fair weather, and the confetti is ready for New Years Eve.","Monday: A tough year for most New York fans, fair weather, and the confetti is ready for New Years Eve.",893,"2014-12-29 06:04:09",8310
"","","","Obama Says Health Law Is Helping White Americans, Despite Perceptions","In an interview scheduled to air Monday on NPR, President Obama said that despite the perception the Affordable Care Act is for blacks and Latinos, it is helping many whites.","In an interview scheduled to air Monday on NPR, President Obama said that despite the perception the Affordable Care Act is for blacks and Latinos, it is helping many whites.",387,"2014-12-29 06:00:08",8311
"Science","Health",""," The Future, Revisited","Circumstances had changed, and all these documents needed to change, too.","Circumstances had changed, and all these documents needed to change, too.",682,"2014-12-29 05:00:33",8312
"","Multimedia","","Philadelphia, City of Father Divine","A photographer searching for remnants of fringe faiths gets a glimpse of the enduring devotion of adherents to Father Divine, the preacher who rose to prominence in Depression-era Harlem.","A photographer searching for remnants of fringe faiths gets a glimpse of the enduring devotion of adherents to Father Divine, the preacher who rose to prominence in Depression-era Harlem.",952,"2014-12-29 05:00:24",8313
"Metro","N.Y. / Region","","A Slice of City Life in the Winter","Skaters young and old navigated a busy ice rink at Bryant Park in Manhattan on Tuesday, as temperatures barely above freezing settled across the region.","Skaters young and old navigated a busy ice rink at Bryant Park in Manhattan on Tuesday, as temperatures barely above freezing settled across the region.",25,"2014-12-30 22:22:08",8314
"Business","Crosswords/Games","","Happily Ever After","David Woolf shifts gears on us in this Wednesday puzzle.","David Woolf shifts gears on us in this Wednesday puzzle.",272,"2014-12-30 22:00:56",8315
"","Opinion","Room For Debate","The Season of Giving","Is it better to invest money in a socially responsible business or give to a charitable group?","Is it better to invest money in a socially responsible business or give to a charitable group?",1471,"2014-12-30 17:51:47",8316
"","","","What We're Reading: Great Times Reads of 2014 From Our Top Editors","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, Dean Baquet, Susan Chira and others pick their favorite reads from The Times this year.","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, Dean Baquet, Susan Chira and others pick their favorite reads from The Times this year.",447,"2014-12-30 17:06:27",8317
"","Multimedia","","Pictures of the Day  Dec. 30, 2014","Photos from Indonesia, Russia, Scotland and South Korea.","Photos from Indonesia, Russia, Scotland and South Korea.",14,"2014-12-30 17:00:56",8318
"Travel","Travel","","Dressing for the New Year in Brazil","Guests at the Ponta dos Ganchos resort in Brazil will celebrate the arrival of 2015 by wearing white (there will be fireworks too).","Guests at the Ponta dos Ganchos resort in Brazil will celebrate the arrival of 2015 by wearing white (there will be fireworks too).",217,"2014-12-30 17:00:08",8319
"OpEd","Opinion","","Syrian Refugees in Turkey Get More Rights","Changes entitle Syrians to identification cards and access to basic services like health care and education.","Changes entitle Syrians to identification cards and access to basic services like health care and education.",303,"2014-12-30 16:56:00",8320
